,0
<http://dbpedia.org/resource/Suresh_Gopi>,16
<http://dbpedia.org/resource/Leslie_Nielsen>,16
<http://dbpedia.org/resource/Parliament_of_Canada>,16
<http://dbpedia.org/resource/David_Simon>,16
"<http://dbpedia.org/resource/Rensselaer_County,_New_York>",16
<http://dbpedia.org/resource/Royal_College_of_Music>,16
<http://dbpedia.org/resource/Shark_Tale>,16
"<http://dbpedia.org/resource/Erie_County,_New_York>",16
<http://dbpedia.org/resource/Bureau_of_Land_Management>,16
<http://dbpedia.org/resource/Black_Robe_(film)>,16
<http://dbpedia.org/resource/Illinois_State_University>,16
<http://dbpedia.org/resource/Scott_McNeil>,16
<http://dbpedia.org/resource/Margaret_Cho>,16
<http://dbpedia.org/resource/Manhattan_School_of_Music>,16
"<http://dbpedia.org/resource/Waukesha_County,_Wisconsin>",16
"<http://dbpedia.org/resource/Dane_County,_Wisconsin>",16
<http://dbpedia.org/resource/Boston_University_School_of_Law>,16
<http://dbpedia.org/resource/Tom_Selleck>,16
<http://dbpedia.org/resource/Coach_Carter>,16
<http://dbpedia.org/resource/Edward_R._Pressman>,16
"<http://dbpedia.org/resource/Corvallis,_Oregon>",16
<http://dbpedia.org/resource/All_Quiet_on_the_Western_Front_(1930_film)>,16
<http://dbpedia.org/resource/St._Olaf_College>,16
<http://dbpedia.org/resource/Richard_III_(1955_film)>,16
<http://dbpedia.org/resource/Manish_Malhotra>,16
<http://dbpedia.org/resource/Vijay_(actor)>,16
<http://dbpedia.org/resource/University_of_Southern_Mississippi>,16
"<http://dbpedia.org/resource/Newport_News,_Virginia>",16
<http://dbpedia.org/resource/Peter_Weller>,16
"<http://dbpedia.org/resource/Fredericksburg,_Virginia>",16
<http://dbpedia.org/resource/Wuppertal>,16
<http://dbpedia.org/resource/Telecommunication>,16
<http://dbpedia.org/resource/Roddy_McDowall>,16
<http://dbpedia.org/resource/Michael_Lerner_(actor)>,16
<http://dbpedia.org/resource/North_Dakota_State_University>,16
<http://dbpedia.org/resource/Cisco_Systems>,16
<http://dbpedia.org/resource/Crewe>,16
<http://dbpedia.org/resource/Paul_Reiser>,16
<http://dbpedia.org/resource/Santiago>,16
<http://dbpedia.org/resource/Jammu_and_Kashmir>,16
<http://dbpedia.org/resource/Iraklis_1908_Thessaloniki_F.C.>,16
<http://dbpedia.org/resource/Anastasia_(1997_film)>,16
<http://dbpedia.org/resource/Winchester_College>,16
<http://dbpedia.org/resource/Kelly_Preston>,16
<http://dbpedia.org/resource/Jonathan_Murray>,16
<http://dbpedia.org/resource/Charlie_Cox>,16
<http://dbpedia.org/resource/Utrecht_(province)>,16
<http://dbpedia.org/resource/Burt_Reynolds>,16
<http://dbpedia.org/resource/Arunachal_Pradesh>,16
"<http://dbpedia.org/resource/Highland_Park,_Illinois>",16
<http://dbpedia.org/resource/Tennessee_State_University>,16
<http://dbpedia.org/resource/Mervyn_LeRoy>,16
<http://dbpedia.org/resource/Elaine_May>,16
<http://dbpedia.org/resource/East_Germany>,16
<http://dbpedia.org/resource/French_Polynesia>,16
<http://dbpedia.org/resource/Myrna_Loy>,16
<http://dbpedia.org/resource/The_King_of_Comedy_(1983_film)>,16
<http://dbpedia.org/resource/Blackpool>,16
<http://dbpedia.org/resource/Howard_Ashman>,16
<http://dbpedia.org/resource/Baptists>,16
<http://dbpedia.org/resource/Fender_Precision_Bass>,16
<http://dbpedia.org/resource/Ernest_Hemingway>,16
<http://dbpedia.org/resource/Frank_Herbert>,16
<http://dbpedia.org/resource/Don_Ameche>,16
<http://dbpedia.org/resource/Northern_Exposure>,16
<http://dbpedia.org/resource/A_cappella>,16
<http://dbpedia.org/resource/The_Lorax_(film)>,16
<http://dbpedia.org/resource/University_College_Dublin>,16
<http://dbpedia.org/resource/21_Grams>,16
<http://dbpedia.org/resource/Wesley_Snipes>,16
<http://dbpedia.org/resource/Michael_Jeter>,16
"<http://dbpedia.org/resource/East_Lansing,_Michigan>",16
<http://dbpedia.org/resource/Linda_Cardellini>,16
<http://dbpedia.org/resource/Midnight's_Children_(film)>,16
"<http://dbpedia.org/resource/Lawton,_Oklahoma>",16
<http://dbpedia.org/resource/The_Green_Hornet_(2011_film)>,16
<http://dbpedia.org/resource/University_of_Hull>,16
<http://dbpedia.org/resource/Lazio>,16
<http://dbpedia.org/resource/Western_Australian_Legislative_Assembly>,16
<http://dbpedia.org/resource/AFC_Ajax>,16
<http://dbpedia.org/resource/Gregg_Allman>,16
<http://dbpedia.org/resource/Insidious_(film)>,16
<http://dbpedia.org/resource/University_of_Pisa>,16
<http://dbpedia.org/resource/LucasArts>,16
<http://dbpedia.org/resource/Financial_services>,16
"<http://dbpedia.org/resource/They_Shoot_Horses,_Don't_They__(film)>",16
"<http://dbpedia.org/resource/Chiyoda,_Tokyo>",16
<http://dbpedia.org/resource/Scott_Bradley>,16
<http://dbpedia.org/resource/Eric_Roberts>,16
<http://dbpedia.org/resource/Battle_of_France>,16
<http://dbpedia.org/resource/Long_Island_University>,16
<http://dbpedia.org/resource/Crispin_Glover>,16
<http://dbpedia.org/resource/Away_We_Go>,16
<http://dbpedia.org/resource/Glen_A._Larson>,16
<http://dbpedia.org/resource/Ford_Motor_Company>,16
<http://dbpedia.org/resource/Jack_Reacher_(film)>,16
<http://dbpedia.org/resource/United_States_Navy>,16
<http://dbpedia.org/resource/Ida_Lupino>,16
"<http://dbpedia.org/resource/Worcester_College,_Oxford>",16
<http://dbpedia.org/resource/Kirsten_Dunst>,16
<http://dbpedia.org/resource/Alberto_Iglesias>,16
<http://dbpedia.org/resource/Atlanta_Falcons>,16
<http://dbpedia.org/resource/Jack_Thompson_(actor)>,16
"<http://dbpedia.org/resource/York,_Pennsylvania>",16
<http://dbpedia.org/resource/American_Samoa>,16
<http://dbpedia.org/resource/Shaquille_O'Neal>,16
<http://dbpedia.org/resource/Gloria_Stuart>,16
<http://dbpedia.org/resource/Dortmund>,16
<http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.>,16
<http://dbpedia.org/resource/Gujarati_language>,16
<http://dbpedia.org/resource/Jet_Li>,16
"<http://dbpedia.org/resource/Bend,_Oregon>",16
<http://dbpedia.org/resource/University_of_Mumbai>,16
<http://dbpedia.org/resource/Leslie_Bricusse>,16
<http://dbpedia.org/resource/John_Leguizamo>,16
<http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film)>,16
<http://dbpedia.org/resource/Upper_Austria>,16
<http://dbpedia.org/resource/Guangzhou>,16
<http://dbpedia.org/resource/Howard_Hughes>,16
<http://dbpedia.org/resource/Tyrol_(state)>,16
<http://dbpedia.org/resource/The_Mission_(1986_film)>,16
<http://dbpedia.org/resource/Macau>,16
<http://dbpedia.org/resource/Costume_designer>,16
<http://dbpedia.org/resource/Ruth_Prawer_Jhabvala>,16
"<http://dbpedia.org/resource/Medford,_Oregon>",16
<http://dbpedia.org/resource/Zero_Dark_Thirty>,16
<http://dbpedia.org/resource/Minority_Report_(film)>,16
<http://dbpedia.org/resource/Drea_de_Matteo>,16
<http://dbpedia.org/resource/Lost_Highway_(film)>,16
<http://dbpedia.org/resource/Himachal_Pradesh>,16
<http://dbpedia.org/resource/Bad_Teacher>,16
<http://dbpedia.org/resource/Ghent>,16
<http://dbpedia.org/resource/The_Incredibles>,16
"<http://dbpedia.org/resource/Magdalen_College,_Oxford>",16
<http://dbpedia.org/resource/Bologna>,16
<http://dbpedia.org/resource/Matt_Groening>,16
<http://dbpedia.org/resource/Brian_Tyler_(composer)>,16
<http://dbpedia.org/resource/Lorraine_Bracco>,16
<http://dbpedia.org/resource/Kyushu>,16
<http://dbpedia.org/resource/Simon_Pegg>,16
<http://dbpedia.org/resource/On_the_Road_(film)>,16
<http://dbpedia.org/resource/Furyo_(band)>,16
<http://dbpedia.org/resource/Malacca>,16
<http://dbpedia.org/resource/True_Grit_(2010_film)>,16
<http://dbpedia.org/resource/Jason_Biggs>,16
<http://dbpedia.org/resource/IBM>,16
<http://dbpedia.org/resource/Mary_Pickford>,16
<http://dbpedia.org/resource/Clemson_University>,16
<http://dbpedia.org/resource/Riot_grrrl>,16
<http://dbpedia.org/resource/Manitoba>,16
<http://dbpedia.org/resource/Kick-Ass_(film)>,16
<http://dbpedia.org/resource/Kevin_Pollak>,16
<http://dbpedia.org/resource/University_of_North_Carolina_at_Charlotte>,16
<http://dbpedia.org/resource/Fairfield_University>,16
<http://dbpedia.org/resource/I_Don't_Know_How_She_Does_It>,16
<http://dbpedia.org/resource/Carl_Stalling>,16
<http://dbpedia.org/resource/George_Frideric_Handel>,16
<http://dbpedia.org/resource/Michael_York>,16
<http://dbpedia.org/resource/Donovan>,16
<http://dbpedia.org/resource/Mark_Cuban>,16
<http://dbpedia.org/resource/Andy_Serkis>,16
"<http://dbpedia.org/resource/Niagara_Falls,_New_York>",16
<http://dbpedia.org/resource/University_of_Helsinki>,16
"<http://dbpedia.org/resource/Nashua,_New_Hampshire>",16
<http://dbpedia.org/resource/Agnes_Moorehead>,16
"<http://dbpedia.org/resource/University_at_Albany,_SUNY>",16
<http://dbpedia.org/resource/Ed_Asner>,16
<http://dbpedia.org/resource/Africian_Raga>,16
<http://dbpedia.org/resource/Only_Fools_and_Horses>,16
<http://dbpedia.org/resource/Hans_Christian_Andersen>,16
"<http://dbpedia.org/resource/Port_Arthur,_Texas>",16
<http://dbpedia.org/resource/THQ>,16
"<http://dbpedia.org/resource/Rosario,_Santa_Fe>",16
<http://dbpedia.org/resource/Close_Encounters_of_the_Third_Kind>,16
<http://dbpedia.org/resource/Modern_Family>,16
<http://dbpedia.org/resource/Fatal_Attraction>,16
<http://dbpedia.org/resource/Calvin_College>,16
<http://dbpedia.org/resource/Aegean_Sea>,16
<http://dbpedia.org/resource/Diane_Keaton>,16
"<http://dbpedia.org/resource/Lakewood,_Ohio>",16
<http://dbpedia.org/resource/University_of_East_Anglia>,16
<http://dbpedia.org/resource/Jane_Eyre_(2011_film)>,16
<http://dbpedia.org/resource/Kurt_Cobain>,16
"<http://dbpedia.org/resource/Danbury,_Connecticut>",16
<http://dbpedia.org/resource/Baylor_University>,16
<http://dbpedia.org/resource/Dark_Shadows_(film)>,16
<http://dbpedia.org/resource/Liverpool_F.C.>,16
"<http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert>",16
<http://dbpedia.org/resource/The_Fly_(1986_film)>,16
<http://dbpedia.org/resource/Larry_Fine>,16
<http://dbpedia.org/resource/Michael_Minkler>,16
<http://dbpedia.org/resource/Mississippi_Burning>,16
<http://dbpedia.org/resource/Juliette_Lewis>,16
<http://dbpedia.org/resource/Henry_Winkler>,16
<http://dbpedia.org/resource/Aliens_(film)>,16
<http://dbpedia.org/resource/University_of_Akron>,16
<http://dbpedia.org/resource/Bruce_Timm>,16
"<http://dbpedia.org/resource/Franklin,_Tennessee>",16
<http://dbpedia.org/resource/Martin_Freeman>,16
<http://dbpedia.org/resource/Sherlock_Holmes_(2009_film)>,16
<http://dbpedia.org/resource/Blazing_Saddles>,16
<http://dbpedia.org/resource/Aruba>,16
<http://dbpedia.org/resource/Jerry_Lewis>,16
<http://dbpedia.org/resource/Ghost_Rider:_Spirit_of_Vengeance>,16
<http://dbpedia.org/resource/Boulogne-Billancourt>,16
<http://dbpedia.org/resource/University_of_Western_Australia>,16
<http://dbpedia.org/resource/Saint_Joseph's_University>,16
<http://dbpedia.org/resource/Paul_Frees>,16
"<http://dbpedia.org/resource/Gulfport,_Mississippi>",16
<http://dbpedia.org/resource/Bernie_(2011_film)>,16
<http://dbpedia.org/resource/L._Frank_Baum>,16
"<http://dbpedia.org/resource/Tupelo,_Mississippi>",16
<http://dbpedia.org/resource/West_Ham_United_F.C.>,16
<http://dbpedia.org/resource/Lee_Marvin>,16
<http://dbpedia.org/resource/Galileo_Galilei>,16
<http://dbpedia.org/resource/Ragtime_(film)>,16
<http://dbpedia.org/resource/2_Fast_2_Furious>,16
"<http://dbpedia.org/resource/Ames,_Iowa>",16
<http://dbpedia.org/resource/Days_of_Being_Wild>,16
<http://dbpedia.org/resource/South_Sudan>,16
<http://dbpedia.org/resource/Legend_of_the_Guardians:_The_Owls_of_Ga'Hoole>,16
<http://dbpedia.org/resource/Planet_of_the_Apes_(2001_film)>,16
"<http://dbpedia.org/resource/Pawtucket,_Rhode_Island>",16
<http://dbpedia.org/resource/Kylie>,16
<http://dbpedia.org/resource/Erfurt>,16
<http://dbpedia.org/resource/Kiki's_Delivery_Service>,16
<http://dbpedia.org/resource/Shohei_Imamura>,16
<http://dbpedia.org/resource/Andes>,16
<http://dbpedia.org/resource/Piranha_3DD>,16
<http://dbpedia.org/resource/Leslie_Cheung>,16
<http://dbpedia.org/resource/University_of_Amsterdam>,16
<http://dbpedia.org/resource/Amistad_(film)>,16
<http://dbpedia.org/resource/The_Lady_(2011_film)>,16
<http://dbpedia.org/resource/Quiz_Show_(film)>,16
<http://dbpedia.org/resource/Lower_Saxony>,16
<http://dbpedia.org/resource/Kyle_McCulloch>,15
<http://dbpedia.org/resource/Harry_Dean_Stanton>,15
<http://dbpedia.org/resource/Utah_State_University>,15
<http://dbpedia.org/resource/Ryan_Phillippe>,15
<http://dbpedia.org/resource/Mobile_Suit_Gundam_00>,15
<http://dbpedia.org/resource/Halle_(Saale)>,15
<http://dbpedia.org/resource/James_Wilby>,15
"<http://dbpedia.org/resource/Saint_John,_New_Brunswick>",15
<http://dbpedia.org/resource/Leonard_Goldberg>,15
<http://dbpedia.org/resource/Samantha_Mathis>,15
<http://dbpedia.org/resource/The_Singing_Detective_(film)>,15
<http://dbpedia.org/resource/Calista_Flockhart>,15
<http://dbpedia.org/resource/Wanted_(2008_film)>,15
<http://dbpedia.org/resource/Bremen>,15
<http://dbpedia.org/resource/Revelation_Records>,15
<http://dbpedia.org/resource/Keith_David>,15
<http://dbpedia.org/resource/Jean-Luc_Godard>,15
<http://dbpedia.org/resource/Orlando_(film)>,15
<http://dbpedia.org/resource/Mr._&_Mrs._Smith_(2005_film)>,15
<http://dbpedia.org/resource/Hal_Smith_(actor)>,15
<http://dbpedia.org/resource/Dennis_Rodman>,15
<http://dbpedia.org/resource/N._T._Rama_Rao>,15
<http://dbpedia.org/resource/Spice_World_(film)>,15
<http://dbpedia.org/resource/County_Kerry>,15
<http://dbpedia.org/resource/Airports_Authority_of_India>,15
"<http://dbpedia.org/resource/Cheyenne,_Wyoming>",15
<http://dbpedia.org/resource/Elvis_Presley>,15
<http://dbpedia.org/resource/Allison_Janney>,15
<http://dbpedia.org/resource/The_Gathering_Storm_(2002_film)>,15
<http://dbpedia.org/resource/Sidney_Sheldon>,15
<http://dbpedia.org/resource/Martin_Mull>,15
<http://dbpedia.org/resource/Kirkcaldy>,15
<http://dbpedia.org/resource/Danny_Smith_(writer)>,15
<http://dbpedia.org/resource/George_A._Romero>,15
<http://dbpedia.org/resource/Justice_League_(TV_series)>,15
<http://dbpedia.org/resource/Tupac_Shakur>,15
<http://dbpedia.org/resource/Kagoshima>,15
<http://dbpedia.org/resource/Waterford>,15
"<http://dbpedia.org/resource/Altoona,_Pennsylvania>",15
<http://dbpedia.org/resource/Ulster_Unionist_Party>,15
<http://dbpedia.org/resource/Michel_Colombier>,15
<http://dbpedia.org/resource/Confederate_States_Army>,15
<http://dbpedia.org/resource/Amy_Winehouse>,15
<http://dbpedia.org/resource/Mako_Iwamatsu>,15
"<http://dbpedia.org/resource/Napa_County,_California>",15
<http://dbpedia.org/resource/Lower_Austria>,15
"<http://dbpedia.org/resource/DeKalb_County,_Georgia>",15
<http://dbpedia.org/resource/This_Is_England>,15
"<http://dbpedia.org/resource/Nevada_County,_California>",15
<http://dbpedia.org/resource/Addams_Family_Values>,15
<http://dbpedia.org/resource/Madurai>,15
<http://dbpedia.org/resource/Barbara_Stanwyck>,15
<http://dbpedia.org/resource/Brigham_Young_University>,15
<http://dbpedia.org/resource/Corpse_Bride>,15
<http://dbpedia.org/resource/Prince_(musician)>,15
<http://dbpedia.org/resource/Vicenza>,15
<http://dbpedia.org/resource/Indo-Pakistani_War_of_1971>,15
<http://dbpedia.org/resource/Port-au-Prince>,15
<http://dbpedia.org/resource/Mitchell_Leisen>,15
<http://dbpedia.org/resource/Cherokee>,15
<http://dbpedia.org/resource/Satish_Shah>,15
<http://dbpedia.org/resource/Dwyane_Wade>,15
<http://dbpedia.org/resource/Fulham>,15
<http://dbpedia.org/resource/Cannes_Film_Festival>,15
<http://dbpedia.org/resource/Tashkent>,15
<http://dbpedia.org/resource/Nikon>,15
<http://dbpedia.org/resource/Galway>,15
<http://dbpedia.org/resource/Marshall_Herskovitz>,15
<http://dbpedia.org/resource/Antwone_Fisher_(film)>,15
<http://dbpedia.org/resource/Jackass:_The_Movie>,15
<http://dbpedia.org/resource/Bedknobs_and_Broomsticks>,15
<http://dbpedia.org/resource/George_James_Hopkins>,15
<http://dbpedia.org/resource/Dragon_Ball_Z:_Bojack_Unbound>,15
<http://dbpedia.org/resource/Christopher_North>,15
"<http://dbpedia.org/resource/Edward_""Ed""_Helms>",15
<http://dbpedia.org/resource/Charles_Boyer>,15
<http://dbpedia.org/resource/Ipswich>,15
<http://dbpedia.org/resource/Angie_Dickinson>,15
<http://dbpedia.org/resource/University_of_British_Columbia>,15
<http://dbpedia.org/resource/Esophageal_cancer>,15
<http://dbpedia.org/resource/Dalian>,15
<http://dbpedia.org/resource/Dante_Ferretti>,15
<http://dbpedia.org/resource/Kabul>,15
<http://dbpedia.org/resource/House_of_Sand_and_Fog_(film)>,15
<http://dbpedia.org/resource/Women_in_Love_(film)>,15
<http://dbpedia.org/resource/Skopje>,15
"<http://dbpedia.org/resource/Will_County,_Illinois>",15
<http://dbpedia.org/resource/Jewel_(singer)>,15
<http://dbpedia.org/resource/Jean-Jacques_Goldman>,15
"<http://dbpedia.org/resource/Mansfield,_Ohio>",15
<http://dbpedia.org/resource/Megumi_Hayashibara>,15
<http://dbpedia.org/resource/Tasmania>,15
<http://dbpedia.org/resource/BAFTA_Award_for_Best_Editing>,15
<http://dbpedia.org/resource/Sanjay_Dutt>,15
<http://dbpedia.org/resource/Rock_and_Roll_Hall_of_Fame>,15
<http://dbpedia.org/resource/Curtis_Hanson>,15
"<http://dbpedia.org/resource/Lorain,_Ohio>",15
<http://dbpedia.org/resource/Sporting_Kansas_City>,15
<http://dbpedia.org/resource/John_Spencer_(actor)>,15
<http://dbpedia.org/resource/Jackie_Shroff>,15
<http://dbpedia.org/resource/National_Institute_of_Dramatic_Art>,15
<http://dbpedia.org/resource/Belo_Horizonte>,15
<http://dbpedia.org/resource/Colorado_College>,15
<http://dbpedia.org/resource/Terry_Pratchett>,15
<http://dbpedia.org/resource/Anger_Management_(film)>,15
<http://dbpedia.org/resource/Seattle_Seahawks>,15
<http://dbpedia.org/resource/Hobart>,15
"<http://dbpedia.org/resource/Ed_Begley,_Jr.>",15
<http://dbpedia.org/resource/Republic_of_Macedonia>,15
<http://dbpedia.org/resource/Mannheim>,15
<http://dbpedia.org/resource/Dehradun>,15
<http://dbpedia.org/resource/Joseph_R._Gannascoli>,15
<http://dbpedia.org/resource/Amy_Nuttall>,15
<http://dbpedia.org/resource/Paris_Hilton>,15
<http://dbpedia.org/resource/Clive_Barker>,15
<http://dbpedia.org/resource/The_Crying_Game>,15
"<http://dbpedia.org/resource/Mariposa_County,_California>",15
<http://dbpedia.org/resource/New_York_Red_Bulls>,15
<http://dbpedia.org/resource/Mani_Ratnam>,15
<http://dbpedia.org/resource/Max_Fleischer>,15
<http://dbpedia.org/resource/Sardinia>,15
<http://dbpedia.org/resource/Julius_Caesar>,15
<http://dbpedia.org/resource/Love_Is_a_Many-Splendored_Thing_(film)>,15
<http://dbpedia.org/resource/Ludhiana>,15
<http://dbpedia.org/resource/Asrani>,15
<http://dbpedia.org/resource/Lviv>,15
<http://dbpedia.org/resource/Tom_Stoppard>,15
<http://dbpedia.org/resource/Austrian_Empire>,15
<http://dbpedia.org/resource/Bill_Fagerbakke>,15
<http://dbpedia.org/resource/Dead_Poets_Society>,15
<http://dbpedia.org/resource/Breaker_Morant_(film)>,15
<http://dbpedia.org/resource/Joshua_Redman>,15
<http://dbpedia.org/resource/Arthur_Freed>,15
<http://dbpedia.org/resource/University_of_Warsaw>,15
<http://dbpedia.org/resource/Rosanna_Arquette>,15
"<http://dbpedia.org/resource/Rocky_Mount,_North_Carolina>",15
<http://dbpedia.org/resource/Stephen_Baxter>,15
<http://dbpedia.org/resource/Harrogate>,15
<http://dbpedia.org/resource/The_French_Connection_(film)>,15
<http://dbpedia.org/resource/Camel_(band)>,15
<http://dbpedia.org/resource/Tanzania>,15
<http://dbpedia.org/resource/University_of_Texas_at_Arlington>,15
<http://dbpedia.org/resource/Trier>,15
<http://dbpedia.org/resource/Looney_Tunes>,15
